"V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
80,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,NA,1,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,2,1,1,2,1,2,18
81,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,3,5,3,5,3,3,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,3,3,1,1,1,1,1,2,14
82,5,4,4,4,5,5,5,5,3,2,2,3,4,5,5,5,5,5,3,3,4,2,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,3,5,5,2,3,1,4,1,4,4,3,4,3,5,5,5,4,5,3,3,3,3,3,3,2,1,1,1,1,2,18
83,4,3,2,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,5,3,3,2,2,4,5,3,4,4,3,3,3,4,3,3,4,4,4,4,6,1,2,1,1,6,22
84,5,3,4,4,5,5,5,4,4,3,3,3,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,1,4,5,4,4,3,4,5,2,5,2,3,2,2,1,5,3,3,5,2,3,3,3,3,3,2,3,1,1,2,1,1,2,17
85,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,2,1,2,11,1,2,18
86,5,5,5,5,5,5,5,5,5,2,3,3,3,5,3,5,4,3,3,3,5,3,5,3,3,3,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,2,2,5,4,1,1,1,1,2,19
87,5,5,4,5,2,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,3,3,4,3,5,5,5,NA,NA,1,1,NA,NA,1,5,5,3,4,3,3,5,5,5,3,3,3,3,4,4,5,5,3,5,5,3,2,2,5,5,4,2,1,2,9,1,2,21
88,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,4,4,4,4,4,2,3,2,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,4,4,4,2,3,4,4,4,4,4,4,3,2,2,2,3,3,1,1,2,1,1,2,15
89,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,4,5,5,2,4,3,4,5,5,3,3,3,4,5,4,4,4,3,4,3,4,3,4,1,2,1,1,1,21
90,5,4,3,5,3,4,4,4,4,3,3,3,4,4,5,4,4,4,4,3,4,2,2,2,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,5,3,4,4,5,4,4,4,4,4,4,4,3,3,4,3,3,3,2,1,2,1,1,2,19
91,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,2,4,1,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,2,6,1,2,18
92,5,3,4,3,3,4,3,3,3,3,2,2,3,4,4,4,4,3,3,3,4,4,3,3,3,3,3,4,3,NA,NA,NA,1,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,2,1,2,2,1,2,23
93,4,4,3,4,3,4,4,3,4,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,NA,NA,1,NA,1,1,NA,4,5,4,4,3,5,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18
94,5,5,5,4,4,5,4,5,4,3,3,3,4,4,5,5,5,5,5,3,4,4,4,4,4,3,4,4,4,NA,NA,1,NA,NA,1,NA,4,4,4,4,5,4,5,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,2,18
95,5,4,4,5,4,4,4,4,5,5,3,4,4,4,4,5,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,1,2,1,1,2,20
96,4,5,5,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,1,2,1,1,2,18
97,5,5,5,5,5,5,5,5,5,3,2,2,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,1,2,7,1,1,18
98,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
99,4,3,4,3,4,4,4,3,3,4,4,3,4,4,5,5,5,4,3,4,4,4,4,3,4,4,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,3,2,4,3,3,3,3,5,5,2,4,4,4,4,3,3,3,3,3,4,4,2,6,1,2,1,1,2,19
100,4,5,3,4,4,4,5,5,5,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,3,3,2,3,4,3,4,3,4,4,3,3,3,3,3,4,4,1,2,1,1,2,19
101,5,5,4,4,4,4,5,4,4,3,3,3,4,4,3,4,4,4,5,2,3,4,4,3,3,4,4,3,3,NA,NA,1,1,1,NA,NA,4,3,3,3,2,2,3,3,3,1,3,3,3,3,4,4,3,3,3,3,2,2,1,4,4,3,4,1,2,1,1,2,16
102,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,2,4,3,4,3,4,4,4,4,4,4,4,4,3,2,3,3,3,3,1,1,2,1,1,2,17
103,5,5,5,5,5,5,5,4,5,4,3,3,5,5,5,5,5,4,4,4,4,2,3,2,5,3,4,5,4,NA,NA,1,1,1,NA,NA,5,5,5,5,4,3,3,2,4,2,3,3,4,3,5,5,5,5,5,5,4,4,3,3,5,5,2,1,2,1,1,2,24
104,3,3,4,4,3,3,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,5,3,3,3,3,3,3,3,3,1,1,1,2,1,2,18
105,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,7,1,2,1,1,2,18
106,4,3,4,4,4,4,5,4,4,4,4,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,3,4,4,3,3,3,3,3,2,5,1,2,3,1,2,17
107,5,3,4,5,5,5,5,5,5,3,4,3,4,5,5,5,5,4,2,3,4,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,3,3,3,5,3,4,4,4,4,4,4,4,3,5,5,3,3,3,3,4,3,2,1,2,1,1,2,19
108,5,3,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,1,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,4,3,4,2,2,2,4,4,4,3,1,2,2,1,2,18
109,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,1,1,1,1,3,5,1,1,2,6,1,2,12
110,4,4,4,5,5,4,4,4,4,4,3,4,5,5,4,5,4,4,4,4,4,2,3,2,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,2,1,2,2,1,2,19
111,4,4,4,4,4,4,4,3,4,2,3,3,4,3,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,3,2,3,3,3,2,1,2,1,1,2,18
112,5,5,5,5,5,5,5,5,3,4,4,3,5,5,5,5,5,5,5,3,4,1,2,2,5,5,4,5,4,1,1,1,NA,1,1,NA,5,5,5,5,5,5,5,2,3,1,3,5,5,4,5,4,5,3,4,5,5,2,2,2,2,3,4,1,2,2,1,2,16
113,5,5,5,4,5,5,5,5,5,3,3,3,4,5,5,5,5,4,4,3,4,3,3,3,3,3,5,4,3,NA,NA,1,NA,1,NA,NA,5,5,4,4,4,5,5,3,4,3,3,3,4,3,4,4,4,4,5,5,3,3,3,3,3,3,3,1,2,1,1,2,18
114,4,3,3,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,3,3,3,4,3,4,4,4,NA,NA,1,NA,NA,NA,NA,5,5,4,4,5,4,4,3,3,3,4,4,4,4,4,4,5,3,4,4,3,3,3,3,3,3,3,1,2,3,1,2,18
115,5,4,4,3,4,4,4,3,3,3,2,2,3,4,3,3,4,3,4,2,3,2,2,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,5,3,3,3,4,5,2,4,3,3,3,4,2,5,3,3,3,4,3,2,2,2,2,3,3,2,1,2,2,1,1,14
116,5,3,4,5,5,4,5,5,5,4,4,4,3,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,NA,1,NA,NA,4,5,5,5,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,3,2,3,4,4,4,4,1,2,1,1,2,20
117,4,3,4,2,4,4,4,4,3,2,3,2,4,4,3,4,4,4,3,3,3,2,4,2,2,2,4,5,3,NA,NA,NA,NA,1,NA,NA,4,4,5,4,2,4,4,2,2,4,5,5,4,4,5,5,4,4,5,5,3,3,3,3,4,4,4,1,2,2,1,2,20
118,4,4,4,3,3,4,3,4,4,3,3,3,4,4,4,4,4,3,3,3,3,2,2,2,3,4,4,4,3,1,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,5,5,2,2,2,3,2,2,2,1,2,1,1,2,13
119,4,5,4,4,3,4,4,4,5,3,3,3,4,5,5,4,5,5,4,4,4,2,2,2,3,3,4,5,4,1,NA,NA,NA,NA,NA,NA,4,4,4,5,5,3,3,3,4,4,4,5,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,2,1,1,2,19
120,5,5,5,4,4,4,4,4,3,3,3,3,5,5,5,5,5,5,4,3,3,4,3,4,4,4,4,5,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,3,4,2,1,2,2,1,2,17
121,4,4,4,4,5,5,4,4,4,3,4,3,4,4,5,5,4,4,3,3,4,3,3,3,3,3,4,5,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,2,4,2,3,4,2,3,5,4,4,3,3,3,1,1,1,1,2,1,6,1,2,1,1,2,7
122,5,5,5,5,5,5,5,4.5,5,2,5,5,3,4,5,5,5,4,4,4,4,5,5,4,3,4,4,5,4,NA,NA,1,NA,1,1,NA,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4,4,5,4,4,1,1,1,4,4,5,1,1,1,1,1,2,16
123,4,3,4,3,3,4,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,1,2,1,1,2,18
124,5,3.5,3,3,3,5,3,3,3,1,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,2,3,2,3,4,3,3,3,2,5,4,4,2,3,3,2,3,3,4,3,3,2,4,3,2,11,1,2,18
125,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,3,5,3,4,2,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,4,5,4,5,3,3,3,4,3,4,5,5,3,4,4,4,4,4.1,4,2,1,1,3,3,3,2,1,2,1,1,2,13
126,4,4,4,5,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,3,3,3,4,3,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,3,3,3,3,2,3,2,2,4,4,2,3,3,3,2,2,4,3,3,3,3,3,3,6,1,2,1,1,2,18
127,5,3,4,5,4,5,5,5,5,4,4,3,5,5,5,5,5,5,3,4,5,1,3,3,4,4,5,5,5,NA,NA,NA,NA,NA,NA,1,4,5,4,5,5,4,4,1,5,2,5,4,4,4,5,4,5,4,5,5,3,3,3,3,3,3,3,1,2,3,1,2,18
128,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,3,4,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,2,5,5,5,5,5,4,5,5,5,5,5,5,3,3,3,3,3,3,2,1,2,1,1,2,18
129,5,3,2,4,4,3,4,4,4,4,3,4,4,5,5,4,4,4,4,3,3,2,2,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,5,4,4,4,5,5,5,5,5,4,3,2,2,3,4,2,1,2,1,1,2,18
130,4,4,4,4,4,4,4,3,3,3,3,2,3,4,3,4,4,3,2,2,4,3,3,2,4,4,4,4,3,1,NA,1,NA,NA,NA,1,5,5,5,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,3,3,5,3,3,3,1,1,2,1,1,2,20
131,5,3,5,5,3,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,1,4,3,5,2,4,4,5,3,3,3,5,5,5,5,3,3,3,3,3,3,6,1,1,3,1,2,18
132,5,3,4,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,1,2,1,1,2,18
133,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,3,2,4,4,4,2,1,2,1,1,2,18
134,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,2,4,3,3,3,1,2,11,1,2,16
135,4,4,4,4,5,5,4,4,4,3,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,1,4,4.1,2,3,3,3,5,2,3,4,5,3,3,4,4,5,3,3,3,2,2,1,3,2,6,1,2,1,1,2,13
136,4,3,4,5,5,5,5,5,5,4,3,3,4,5,5,5,5,5,3,4,3,2,2,2,5,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,5,4,5,5,3,5,3,4,5,5,3,4,4,4,4,5,3,3,4,3,3,3,4,2,1,1,2,1,1,17.1
137,4,3,4,5,4,5,5,3,4,3,3,3,3,4,3,4,4,3,5,4,5,2,3,2,3,3,5,4,3,NA,NA,NA,NA,NA,NA,1,5,4,5,4,5,5,5,3,4,3,5,5,3,5,5,5,4,5,3,4,3,3,3,4,3,5,1,1,2,1,1,2,21
138,5,4,4,5,5,5,5,5,5,3,4,3,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.8,3,5,3,3,3,3,3,3,1,1,2,1,1,2,18
139,4,4,4,4,3,4,4,3,4,3,3,3,3,3,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,4,5,5,3,3,4,3,3,2,1,1,2,6,1,2,18
140,5,4,5,5,5,5,5,5,5,3,3,3,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,5,4,NA,NA,NA,1,NA,NA,NA,5,4,4,4,4,5,5,1,4,3,4,4,4,4,4,5,5,5,5,5,2,2,2,3,3,4,2,1,2,1,1,2,16
141,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,1,NA,NA,5,5,3,4,3,3,3,3,3,2,3,5,4,3,4,4,4,4,4,4,3,4,4,3,3,3,7,1,2,1,1,2,20
142,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,1,NA,NA,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,1,1,1,2,5,5,1,1,2,1,1,2,15
143,5,3,5,4,5,5,5,4,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,1,1,1,5,5,4,2,2,1,1,1,1,17
144,5,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,5,4,4,4,4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,4,1,2,2,1,2,18
145,5,3,4,4,5,5,5,5,5,3,3,3,4,4,3,3,5,4,5,3,5,2,3,5,4,3,5,5,5,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,2,4,2,2,2,3,2,3,3,3,5,5,5,3,3,3,3,3,3,6,1,2,2,1,2,18
146,5,3,4,4,3,3,4,4,4,3,2,1,4,4,5,4,4,2,3,2,4,2,1,3,1,3,4,2,3,NA,1,NA,NA,NA,NA,NA,4,5,4,4,4,3,4,3,5,4,4,5,5,2,3,3,4,4,5,5,3,2,3,3,3,3,2,1,2,2,1,6,17
147,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,3,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,2,4,3,3,3,2,4,2,2,3,4,3,3,3,4,3,4,3,3,3,3,3,2,2,2,1,2,2,1,2,16
148,5,5,5,5,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,5,4,5,3,5,4,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,5,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,5,5,4,1,1,2,11,1,2,20
149,5,5,4,5,4,5,4,4,4,3,3,2,4,4,4,5,5,4,3,2,2,2,3,1,3,2,4,5,4,1,1,NA,NA,NA,NA,NA,5,5,4,4,4,3,3,3,3,4,4,4,5,3,4,4,4,3,4,5,4,2,2,2,3,3,2,1,2,1,1,2,16
150,5,3,4,4,5,4,4,3,4,3,3,4,4,3,5,4,5,5,4,3,3,2,3,2,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,3,4,5,4,2,3,2,4,4,4,3,4,4,5,5,5,3,2,2,3,3,3,3,2,1,2,5,1,2,16
151,5,4,3,4,4,5,4,4,4,3,3,3,4,3,3,4,4,3,4,3,4,3,3,3,3,3,4,4,4,1,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,2,4,2,4,3,4,3,3,4,3,4,3,3,2,2,2,3,3,2,7,1,2,1,1,2,14
152,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,4,4,5,4,3,4,4,3,4,3,5,5,3,3,4,4,4,5,5,5,3,3,3,4,4,4,2,1,2,1,1,2,21
153,5,3,3,4,4,4,5,5,3,2,3,3,5,5,5,4,4,4,3,3,4,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,3,3,3,3,3,4,4,4,2,3,3,4,3,3,4,4,1,1,1,1,3,1,1,2,2,1,2,11
154,5,4,4,5,5,4,4,4,4,2,2,2,4,4,3,3,3,3,2,2,3,3,3,5,3,5,5,5,3,NA,NA,NA,NA,NA,NA,1,3,5,4,5,4,3,5,2,4,1,1,1,4,1,1,1,1,1,1,1,1,2,4,3,2,3,1,1,2,3,1,2,15
155,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,3,2,4,3,4,4,4,1,1,1,NA,1,NA,NA,5,4,4,4,4,3,4,3,4,3,4,4,5,4,4,4,5,4,4,4,4,3,4,3,3,3,2,1,2,1,1,2,20
156,4,4,5,4,5,4,4,4,4,2,3,2,4,4,4,4,4,3,4,2,4,3,4,2,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,5,3,5,4,3,3,2,5,3,4,3,5,4,3,4,4,4,4,4,2,2,2,2,3,2,2,1,2,1,1,1,13
157,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,1,NA,NA,NA,NA,5,5,5,5,5,5,5,3,3,4,5,4,4,4,4,4,4,4,4,4,1,1,1,5,2,3,4,1,2,7,1,2,13
158,3,3,4,4,3,3,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,2,3,2,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,4,4,5,5,3,3,3,3,3,3,4,5,4,3,4,4,5,4,4,4,3,2,3,2,3,3,2,1,2,1,1,2,16
159,5,5,3,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,5,5,3,5,5,5,5,3,4,4,3,NA,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,2,3,3,3,3,3,2,1,2,1,1,2,17
160,5,4,4,5,5,5,5,3,4,4,4,4,5,5,5,5,5,5,4,4,4,2,3,2,3,3,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,3,4,4,5,5,3,5,3,4,4,5,5,5,5,5,5,5,5,3,3,3,3,3,4,3,1,2,1,1,1,19
161,4,4,4,4,3,4,4,4,4,3,3,3,4,4,3,3,4,3,3,3,4,4,4,3,4,5,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,1,2,2,1,2,18
162,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,2,1,2,1,1,3,18
163,4,3,3,4,4,5,4,3,4,3,3,3,2,4,5,4,4,3,3,3,4,3,4,2,3,3,4,4,4,NA,NA,1,NA,1,NA,NA,3,5,4,5,4,5,5,3,5,3,5,4,5,2,4,4,5,4,4,5,4,3,3,3,3,3,2,1,2,2,1,2,19
164,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,1,1,5,4,4,4,1,2,1,1,2,16
165,5,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,4,4,4,4,1,1,1,1,1,1,NA,5,5,5,5,5,3,4,3,4,5,5,5,5,3,5,4,5,5,2,2,3,2,4,3,3,3,1,1,1,1,1,2,18
166,5,3,5,5,5,5,5,4,5,3,4,3,5,5,5,5,5,5,3,4,5,2,3,2,5,4,5,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,3,5,4,4,5,5,4,5,5,5,4,5,5,3,2,2,3,3,3,4,1,2,1,1,2,16
